resultNumber,censusMetropolitanArea,province,forwardSortationAreaCodes,testDurationInDays,averageRadonConcentrationInBqPerM3,averageThoronConcentrationInBqPerM3
2754,Saguenay CMA,QC,G7S,91,704,<15
2755,Saguenay CMA,QC,G7S,93,<15,164
2756,Saguenay CMA,QC,G7S,91,16,21
2757,Saguenay CMA,QC,G7S,93,118,<15
2758,Saguenay CMA,QC,G7S,91,73,<15
2759,Saguenay CMA,QC,G7S,92,33,<15
2760,Saguenay CMA,QC,G7X,91,62,<15
2761,Saguenay CMA,QC,G7X,105,<15,19
2762,Saguenay CMA,QC,G7X,91,33,<15
2763,Saguenay CMA,QC,G7X,90,17,18
2764,Saguenay CMA,QC,G7X,128,61,<15
2765,Saguenay CMA,QC,G7X,91,36,<15
2766,Saguenay CMA,QC,G7X,91,60,<15
2767,Saguenay CMA,QC,G7X,94,99,<15
2768,Saguenay CMA,QC,G7X,93,30,<15
2769,Saguenay CMA,QC,G7X,99,34,<15
2770,Saguenay CMA,QC,G7X,92,100,<15
2771,Saguenay CMA,QC,G7X,97,33,<15
2772,Saguenay CMA,QC,G7X,104,52,15
2773,Saguenay CMA,QC,G7Y,91,127,<15
2774,Saguenay CMA,QC,G7Y,128,125,22
2775,Saguenay CMA,QC,G7Z,98,38,<15
2776,Saguenay CMA,QC,G7Z,98,69,<15
2777,Saguenay CMA,QC,G7Z,100,76,17
2778,Saguenay CMA,QC,G7Z,90,22,<15
2779,Saguenay CMA,QC,G7Z,119,48,<15
2780,Saguenay CMA,QC,G7Z,92,35,<15
2781,Saguenay CMA,QC,G8A,91,54,<15
2782,Saguenay CMA,QC,G8A,103,248,25
2783,Saguenay CMA,QC,G8A,90,33,<15
2784,Saguenay CMA,QC,G8A,108,58,<15
2785,Saguenay CMA,QC,G8A,92,17,<15
2786,Saguenay CMA,QC,G8A,91,70,<15
2787,Saguenay CMA,QC,G8J,98,29,<15
2788,Saguenay CMA,QC,G8J,92,209,<15
2789,Saguenay CMA,QC,G8J,83,77,21
2790,Saguenay CMA,QC,G8J,91,165,<15
2791,Saguenay CMA,QC,G8J,91,58,<15
2792,Saguenay CMA,QC,G8J,109,496,<15
2793,Sherbrooke CMA,QC,J1C,91,65,<15
2794,Sherbrooke CMA,QC,J1C,92,1083,<15
2795,Sherbrooke CMA,QC,J1C,94,82,<15
2796,Sherbrooke CMA,QC,J1C,91,198,<15
2797,Sherbrooke CMA,QC,J1C,91,30,<15
2798,Sherbrooke CMA,QC,J1C,98,621,<15
2799,Sherbrooke CMA,QC,J1C,139,47,18
2800,Sherbrooke CMA,QC,J1E,91,408,<15
2801,Sherbrooke CMA,QC,J1E,89,121,<15
2802,Sherbrooke CMA,QC,J1E,90,64,<15
2803,Sherbrooke CMA,QC,J1E,93,74,<15
2804,Sherbrooke CMA,QC,J1E,88,90,17
2805,Sherbrooke CMA,QC,J1E,91,482,<15
2806,Sherbrooke CMA,QC,J1E,92,111,<15
2807,Sherbrooke CMA,QC,J1E,91,123,19
2808,Sherbrooke CMA,QC,J1E,114,56,16
2809,Sherbrooke CMA,QC,J1E,100,96,<15
2810,Sherbrooke CMA,QC,J1G,91,90,<15
2811,Sherbrooke CMA,QC,J1G,94,57,<15
2812,Sherbrooke CMA,QC,J1G,99,521,26
2813,Sherbrooke CMA,QC,J1G,94,49,<15
2814,Sherbrooke CMA,QC,J1G,125,75,18
2815,Sherbrooke CMA,QC,J1G,91,568,<15
2816,Sherbrooke CMA,QC,J1G,100,1049,<15
2817,Sherbrooke CMA,QC,J1G,105,466,20
2818,Sherbrooke CMA,QC,J1G,91,112,<15
2819,Sherbrooke CMA,QC,J1G,92,56,<15
2820,Sherbrooke CMA,QC,J1H,101,108,<15
2821,Sherbrooke CMA,QC,J1H,98,34,<15
2822,Sherbrooke CMA,QC,J1H,102,66,<15
2823,Sherbrooke CMA,QC,J1H,91,62,<15
2824,Sherbrooke CMA,QC,J1H,94,31,<15
2825,Sherbrooke CMA,QC,J1H,91,67,15
2826,Sherbrooke CMA,QC,J1H,91,179,<15
2827,Sherbrooke CMA,QC,J1H,98,36,<15
2828,Sherbrooke CMA,QC,J1H,95,45,<15
2829,Sherbrooke CMA,QC,J1H,91,219,<15
2830,Sherbrooke CMA,QC,J1H,92,194,18
2831,Sherbrooke CMA,QC,J1J,144,74,<15
2832,Sherbrooke CMA,QC,J1J,91,637,N/A
2833,Sherbrooke CMA,QC,J1J,91,153,<15
2834,Sherbrooke CMA,QC,J1J,92,223,<15
2835,Sherbrooke CMA,QC,J1J,91,199,<15
2836,Sherbrooke CMA,QC,J1J,86,164,<15
2837,Sherbrooke CMA,QC,J1J,91,858,<15
2838,Sherbrooke CMA,QC,J1J,93,314,<15
2839,Sherbrooke CMA,QC,J1J,91,26,<15
2840,Sherbrooke CMA,QC,J1J,105,241,<15
2841,Sherbrooke CMA,QC,J1J,91,99,32
2842,Sherbrooke CMA,QC,J1K,92,60,<15
2843,Sherbrooke CMA,QC,J1K,103,99,<15
2844,Sherbrooke CMA,QC,J1K,84,39,<15
2845,Sherbrooke CMA,QC,J1K,106,33,<15
2846,Sherbrooke CMA,QC,J1K,90,107,41
2847,Sherbrooke CMA,QC,J1K,90,124,<15
2848,Sherbrooke CMA,QC,J1K,96,54,25
2849,Sherbrooke CMA,QC,J1K,92,82,<15
2850,Sherbrooke CMA,QC,J1K,91,44,<15
2851,Sherbrooke CMA,QC,J1K,90,42,<15
2852,Sherbrooke CMA,QC,J1K,95,31,<15
2853,Sherbrooke CMA,QC,J1L,91,54,24
2854,Sherbrooke CMA,QC,J1L,94,55,<15
2855,Sherbrooke CMA,QC,J1L,91,518,27
2856,Sherbrooke CMA,QC,J1L,91,1125,<15
2857,Sherbrooke CMA,QC,J1L,80,1156,<15
2858,Sherbrooke CMA,QC,J1L,92,140,21
2859,Sherbrooke CMA,QC,J1L,91,83,<15
2860,Sherbrooke CMA,QC,J1L,92,362,<15
2861,Sherbrooke CMA,QC,J1L,90,1260,<15
2862,Sherbrooke CMA,QC,J1L,92,953,<15
2863,Sherbrooke CMA,QC,J1L,39,1679,<15
2864,Sherbrooke CMA,QC,J1M,90,1442,<15
2865,Sherbrooke CMA,QC,J1M,89,62,<15
2866,Sherbrooke CMA,QC,J1M,92,52,<15
2867,Sherbrooke CMA,QC,J1M,98,39,21
2868,Sherbrooke CMA,QC,J1M,94,130,<15
2869,Sherbrooke CMA,QC,J1M,91,103,<15
2870,Sherbrooke CMA,QC,J1M,91,39,<15
2871,Sherbrooke CMA,QC,J1M,97,108,<15
2872,Sherbrooke CMA,QC,J1N,96,857,<15
2873,Sherbrooke CMA,QC,J1N,91,89,<15
2874,Sherbrooke CMA,QC,J1N,119,121,<15
2875,Sherbrooke CMA,QC,J1N,91,35,<15
2876,Sherbrooke CMA,QC,J1N,133,186,<15
2877,Sherbrooke CMA,QC,J1N,93,45,<15
2878,Sherbrooke CMA,QC,J1N,91,73,<15
2879,Sherbrooke CMA,QC,J1N,91,58,21
2880,Sherbrooke CMA,QC,J1N,91,150,<15
2881,Sherbrooke CMA,QC,J1N,91,399,<15
2882,Sherbrooke CMA,QC,J1N,92,50,<15
2883,Sherbrooke CMA,QC,J1N,95,88,<15
2884,Sherbrooke CMA,QC,J1N,97,40,<15
2885,Sherbrooke CMA,QC,J1R,95,19,<15
2886,Sherbrooke CMA,QC,J1R,91,42,<15
2887,Sherbrooke CMA,QC,J1R,91,66,<15
2888,Sherbrooke CMA,QC,J1R,97,186,<15
2889,Sherbrooke CMA,QC,J1R,89,951,<15
2890,Sherbrooke CMA,QC,J1R,91,91,<15
2891,Sherbrooke CMA,QC,J1R,93,31,<15
2892,Sherbrooke CMA,QC,J1R,98,23,45
2893,Sherbrooke CMA,QC,J1R,103,68,<15
2894,Sherbrooke CMA,QC,J1R,91,55,<15
2895,Sherbrooke CMA,QC,J1R,94,72,20
2896,Sherbrooke CMA,QC,J1R,95,83,<15
2897,Trois-Rivières CMA,QC,G8T,125,41,<15
2898,Trois-Rivières CMA,QC,G8T,98,79,<15
2899,Trois-Rivières CMA,QC,G8T,91,95,<15
2900,Trois-Rivières CMA,QC,G8T,102,53,<15
2901,Trois-Rivières CMA,QC,G8T,110,67,<15
2902,Trois-Rivières CMA,QC,G8T,99,66,<15
2903,Trois-Rivières CMA,QC,G8T,92,35,17
2904,Trois-Rivières CMA,QC,G8T,91,46,19
2905,Trois-Rivières CMA,QC,G8T,113,85,17
2906,Trois-Rivières CMA,QC,G8T,90,82,<15
2907,Trois-Rivières CMA,QC,G8T,101,29,<15
2908,Trois-Rivières CMA,QC,G8T,92,<15,<15
2909,Trois-Rivières CMA,QC,G8T,97,45,N/A
2910,Trois-Rivières CMA,QC,G8V,99,28,18
2911,Trois-Rivières CMA,QC,G8V,91,21,22
2912,Trois-Rivières CMA,QC,G8V,113,33,<15
2913,Trois-Rivières CMA,QC,G8V,91,44,<15
2914,Trois-Rivières CMA,QC,G8V,93,16,98
2915,Trois-Rivières CMA,QC,G8V,93,21,18
2916,Trois-Rivières CMA,QC,G8V,91,75,<15
2917,Trois-Rivières CMA,QC,G8W,112,42,<15
2918,Trois-Rivières CMA,QC,G8W,99,46,<15
2919,Trois-Rivières CMA,QC,G8W,92,66,<15
2920,Trois-Rivières CMA,QC,G8W,91,17,<15
2921,Trois-Rivières CMA,QC,G8W,90,52,<15
2922,Trois-Rivières CMA,QC,G8W,100,46,<15
2923,Trois-Rivières CMA,QC,G8W,105,41,<15
2924,Trois-Rivières CMA,QC,G8W,90,31,<15
2925,Trois-Rivières CMA,QC,G8W,93,59,<15
2926,Trois-Rivières CMA,QC,G8W,92,<15,<15
2927,Trois-Rivières CMA,QC,G8W,92,20,<15
2928,Trois-Rivières CMA,QC,G8W,91,35,<15
2929,Trois-Rivières CMA,QC,G8W,92,40,16
2930,Trois-Rivières CMA,QC,G8Y,92,41,<15
2931,Trois-Rivières CMA,QC,G8Y,97,17,<15
2932,Trois-Rivières CMA,QC,G8Y,110,54,33
2933,Trois-Rivières CMA,QC,G8Y,91,49,<15
2934,Trois-Rivières CMA,QC,G8Y,91,58,17
2935,Trois-Rivières CMA,QC,G8Y,101,42,<15
2936,Trois-Rivières CMA,QC,G8Y,95,16,<15
2937,Trois-Rivières CMA,QC,G8Y,95,50,<15
2938,Trois-Rivières CMA,QC,G8Y,91,<15,<15
2939,Trois-Rivières CMA,QC,G8Y,91,24,<15
2940,Trois-Rivières CMA,QC,G8Y,90,55,<15
2941,Trois-Rivières CMA,QC,G8Y,107,61,<15
2942,Trois-Rivières CMA,QC,G8Y,92,54,<15
2943,Trois-Rivières CMA,QC,G8Y,99,32,<15
2944,Trois-Rivières CMA,QC,G8Y,90,60,<15
2945,Trois-Rivières CMA,QC,G8Y,92,67,<15
2946,Trois-Rivières CMA,QC,G8Y,91,57,<15
2947,Trois-Rivières CMA,QC,G8Z,123,16,22
2948,Trois-Rivières CMA,QC,G8Z,98,31,<15
2949,Trois-Rivières CMA,QC,G8Z,91,70,<15
2950,Trois-Rivières CMA,QC,G8Z,91,40,<15
2951,Trois-Rivières CMA,QC,G8Z,91,34,22
2952,Trois-Rivières CMA,QC,G8Z,91,45,21
2953,Trois-Rivières CMA,QC,G8Z,91,63,<15
2954,Trois-Rivières CMA,QC,G8Z,91,35,<15
2955,Trois-Rivières CMA,QC,G8Z,94,34,19
2956,Trois-Rivières CMA,QC,G8Z,94,35,<15
2957,Trois-Rivières CMA,QC,G8Z,91,29,<15
2958,Trois-Rivières CMA,QC,G8Z,93,56,<15
2959,Trois-Rivières CMA,QC,G8Z,97,21,<15
2960,Trois-Rivières CMA,QC,G9A,92,<15,45
2961,Trois-Rivières CMA,QC,G9A,91,25,<15
2962,Trois-Rivières CMA,QC,G9A,91,46,<15
2963,Trois-Rivières CMA,QC,G9A,93,49,28
2964,Trois-Rivières CMA,QC,G9A,90,38,22
2965,Trois-Rivières CMA,QC,G9A,91,93,<15
2966,Trois-Rivières CMA,QC,G9A,91,23,<15
2967,Trois-Rivières CMA,QC,G9A,92,24,<15
2968,Trois-Rivières CMA,QC,G9A,91,21,<15
2969,Trois-Rivières CMA,QC,G9B,92,38,<15
2970,Trois-Rivières CMA,QC,G9B,90,21,<15
2971,Trois-Rivières CMA,QC,G9B,98,<15,<15
2972,Trois-Rivières CMA,QC,G9B,91,33,<15
2973,Trois-Rivières CMA,QC,G9B,90,92,<15
2974,Trois-Rivières CMA,QC,G9B,92,27,<15
2975,Trois-Rivières CMA,QC,G9B,93,40,<15
2976,Trois-Rivières CMA,QC,G9B,99,23,16
2977,Trois-Rivières CMA,QC,G9B,96,36,<15
2978,Trois-Rivières CMA,QC,G9B,91,59,<15
2979,Trois-Rivières CMA,QC,G9B,91,78,<15
2980,Trois-Rivières CMA,QC,G9B,117,21,<15
2981,Trois-Rivières CMA,QC,G9B,92,34,<15
2982,Trois-Rivières CMA,QC,G9B,110,28,<15
2983,Trois-Rivières CMA,QC,G9B,103,68,<15
2984,Trois-Rivières CMA,QC,G9C,98,22,<15
2985,Trois-Rivières CMA,QC,G9C,95,36,21
2986,Trois-Rivières CMA,QC,G9C,91,50,<15
2987,Trois-Rivières CMA,QC,G9C,98,36,25
2988,Trois-Rivières CMA,QC,G9C,90,101,31
2989,Trois-Rivières CMA,QC,G9C,91,89,<15
2990,Trois-Rivières CMA,QC,G9C,97,62,<15
2991,Regina CMA,SK,*,166,91,<15
2992,Regina CMA,SK,S4L,90,73,<15
2993,Regina CMA,SK,S4L,97,129,<15
2994,Regina CMA,SK,S4L,91,105,20
2995,Regina CMA,SK,S4L,93,74,22
2996,Regina CMA,SK,S4L,91,230,22
2997,Regina CMA,SK,S4N,93,270,<15
2998,Regina CMA,SK,S4N,102,64,<15
2999,Regina CMA,SK,S4N,101,599,25
3000,Regina CMA,SK,S4N,91,97,<15
3001,Regina CMA,SK,S4N,91,254,<15
3002,Regina CMA,SK,S4N,91,448,31
3003,Regina CMA,SK,S4N,100,108,<15
3004,Regina CMA,SK,S4N,92,212,<15
3005,Regina CMA,SK,S4N,93,336,<15
3006,Regina CMA,SK,S4N,90,102,<15
3007,Regina CMA,SK,S4N,90,306,<15
3008,Regina CMA,SK,S4N,94,145,<15
3009,Regina CMA,SK,S4N,91,29,19
3010,Regina CMA,SK,S4N,97,306,<15
3011,Regina CMA,SK,S4P,90,190,78
3012,Regina CMA,SK,S4P,91,106,<15
3013,Regina CMA,SK,S4P,93,200,<15
3014,Regina CMA,SK,S4P,91,630,<15
3015,Regina CMA,SK,S4P,98,142,<15
3016,Regina CMA,SK,S4P,119,239,<15
3017,Regina CMA,SK,S4P,124,80,<15
3018,Regina CMA,SK,S4P,91,153,38
3019,Regina CMA,SK,S4P,101,209,<15
3020,Regina CMA,SK,S4R,92,630,<15
3021,Regina CMA,SK,S4R,103,245,20
3022,Regina CMA,SK,S4R,97,375,<15
3023,Regina CMA,SK,S4R,93,750,<15
3024,Regina CMA,SK,S4R,90,1133,<15
3025,Regina CMA,SK,S4R,118,733,<15
3026,Regina CMA,SK,S4R,91,721,<15
3027,Regina CMA,SK,S4R,91,313,<15
3028,Regina CMA,SK,S4R,92,647,<15
3029,Regina CMA,SK,S4R,95,293,<15
3030,Regina CMA,SK,S4R,97,229,<15
3031,Regina CMA,SK,S4R,92,173,<15
3032,Regina CMA,SK,S4R,110,470,<15
3033,Regina CMA,SK,S4S,91,354,<15
3034,Regina CMA,SK,S4S,91,195,<15
3035,Regina CMA,SK,S4S,101,183,<15
3036,Regina CMA,SK,S4S,91,175,<15
3037,Regina CMA,SK,S4S,91,131,<15
3038,Regina CMA,SK,S4S,92,796,<15
3039,Regina CMA,SK,S4S,93,105,<15
3040,Regina CMA,SK,S4S,100,399,<15
3041,Regina CMA,SK,S4S,91,1335,60
3042,Regina CMA,SK,S4S,94,204,<15
3043,Regina CMA,SK,S4S,93,1109,<15
3044,Regina CMA,SK,S4S,93,1039,<15
3045,Regina CMA,SK,S4S,97,195,<15
3046,Regina CMA,SK,S4S,90,64,<15
3047,Regina CMA,SK,S4S,120,228,<15
3048,Regina CMA,SK,S4S,96,92,<15
3049,Regina CMA,SK,S4T,91,766,<15
3050,Regina CMA,SK,S4T,111,707,<15
3051,Regina CMA,SK,S4T,91,175,<15
3052,Regina CMA,SK,S4T,91,231,<15
3053,Regina CMA,SK,S4T,91,301,<15
3054,Regina CMA,SK,S4T,92,104,27
3055,Regina CMA,SK,S4T,91,388,<15
3056,Regina CMA,SK,S4T,91,206,<15
3057,Regina CMA,SK,S4T,92,241,<15
3058,Regina CMA,SK,S4T,59,240,<15
3059,Regina CMA,SK,S4T,91,220,<15
3060,Regina CMA,SK,S4T,95,474,<15
3061,Regina CMA,SK,S4T,92,438,<15
3062,Regina CMA,SK,S4T,92,151,23
3063,Regina CMA,SK,S4V,96,95,<15
3064,Regina CMA,SK,S4V,90,255,<15
3065,Regina CMA,SK,S4V,90,196,<15
3066,Regina CMA,SK,S4V,92,145,<15
3067,Regina CMA,SK,S4V,149,127,<15
3068,Regina CMA,SK,S4V,91,185,<15
3069,Regina CMA,SK,S4V,93,382,<15
3070,Regina CMA,SK,S4W,91,285,<15
3071,Regina CMA,SK,S4W,91,282,<15
3072,Regina CMA,SK,S4X,91,78,<15
3073,Regina CMA,SK,S4X,91,293,<15
3074,Regina CMA,SK,S4X,92,93,<15
3075,Regina CMA,SK,S4X,94,488,<15
3076,Regina CMA,SK,S4X,91,247,19
3077,Regina CMA,SK,S4X,91,200,<15
3078,Regina CMA,SK,S4X,104,242,<15
3079,Regina CMA,SK,S4X,91,143,<15
3080,Regina CMA,SK,S4X,97,137,<15
3081,Regina CMA,SK,S4Y,99,94,<15
3082,Regina CMA,SK,S4Y,94,190,<15
3083,Regina CMA,SK,S4Y,95,191,<15
3084,Regina CMA,SK,S4Y,94,170,<15
3085,Regina CMA,SK,S4Y,91,183,<15
3086,Regina CMA,SK,S4Y,91,377,<15
3087,Saskatoon CMA,SK,*,90,89,15
3088,Saskatoon CMA,SK,S7H,99,57,<15
3089,Saskatoon CMA,SK,S7H,91,148,<15
3090,Saskatoon CMA,SK,S7H,90,116,17
3091,Saskatoon CMA,SK,S7H,96,115,<15
3092,Saskatoon CMA,SK,S7H,96,142,<15
3093,Saskatoon CMA,SK,S7H,100,78,<15
3094,Saskatoon CMA,SK,S7H,88,274,<15
3095,Saskatoon CMA,SK,S7H,91,86,<15
3096,Saskatoon CMA,SK,S7H,92,229,<15
3097,Saskatoon CMA,SK,S7H,92,424,<15
3098,Saskatoon CMA,SK,S7H,92,264,<15
3099,Saskatoon CMA,SK,S7H,93,170,25
3100,Saskatoon CMA,SK,S7H,92,236,<15
3101,Saskatoon CMA,SK,S7H,92,136,<15
3102,Saskatoon CMA,SK,S7H,91,100,<15
3103,Saskatoon CMA,SK,S7H,91,217,36
3104,Saskatoon CMA,SK,S7J,97,83,<15
3105,Saskatoon CMA,SK,S7J,91,96,<15
3106,Saskatoon CMA,SK,S7J,91,102,<15
3107,Saskatoon CMA,SK,S7J,94,159,<15
3108,Saskatoon CMA,SK,S7J,91,96,<15
3109,Saskatoon CMA,SK,S7J,106,105,<15
3110,Saskatoon CMA,SK,S7J,100,81,<15
3111,Saskatoon CMA,SK,S7J,95,99,<15
3112,Saskatoon CMA,SK,S7J,91,146,46
3113,Saskatoon CMA,SK,S7J,92,63,<15
3114,Saskatoon CMA,SK,S7J,90,169,<15
3115,Saskatoon CMA,SK,S7J,118,116,<15
3116,Saskatoon CMA,SK,S7J,91,118,16
3117,Saskatoon CMA,SK,S7K,91,163,19
3118,Saskatoon CMA,SK,S7K,181,123,<15
3119,Saskatoon CMA,SK,S7K,91,60,<15
3120,Saskatoon CMA,SK,S7K,92,129,<15
3121,Saskatoon CMA,SK,S7K,98,94,<15
3122,Saskatoon CMA,SK,S7K,91,116,18
3123,Saskatoon CMA,SK,S7K,91,79,<15
3124,Saskatoon CMA,SK,S7K,91,129,<15
3125,Saskatoon CMA,SK,S7K,92,154,<15
3126,Saskatoon CMA,SK,S7K,91,239,<15
3127,Saskatoon CMA,SK,S7K,91,162,34
3128,Saskatoon CMA,SK,S7K,92,187,23
3129,Saskatoon CMA,SK,S7K,93,248,<15
3130,Saskatoon CMA,SK,S7K,62,135,<15
3131,Saskatoon CMA,SK,S7K,90,160,<15
3132,Saskatoon CMA,SK,S7K,92,198,<15
3133,Saskatoon CMA,SK,S7L,95,161,<15
3134,Saskatoon CMA,SK,S7L,95,191,<15
3135,Saskatoon CMA,SK,S7L,91,196,30
3136,Saskatoon CMA,SK,S7L,58,221,17
3137,Saskatoon CMA,SK,S7L,92,164,<15
3138,Saskatoon CMA,SK,S7L,97,284,<15
3139,Saskatoon CMA,SK,S7L,92,462,<15
3140,Saskatoon CMA,SK,S7L,91,421,<15
3141,Saskatoon CMA,SK,S7L,91,226,<15
3142,Saskatoon CMA,SK,S7L,91,207,<15
3143,Saskatoon CMA,SK,S7L,98,156,<15
3144,Saskatoon CMA,SK,S7L,115,105,<15
3145,Saskatoon CMA,SK,S7L,91,181,<15
3146,Saskatoon CMA,SK,S7L,94,64,<15
3147,Saskatoon CMA,SK,S7M,93,96,47
3148,Saskatoon CMA,SK,S7M,91,292,86
3149,Saskatoon CMA,SK,S7M,95,161,<15
3150,Saskatoon CMA,SK,S7M,117,81,19
3151,Saskatoon CMA,SK,S7M,92,77,32
3152,Saskatoon CMA,SK,S7M,94,212,<15
3153,Saskatoon CMA,SK,S7M,98,138,<15
3154,Saskatoon CMA,SK,S7M,92,170,<15
3155,Saskatoon CMA,SK,S7M,61,221,22
3156,Saskatoon CMA,SK,S7M,98,209,<15
3157,Saskatoon CMA,SK,S7M,95,186,<15
3158,Saskatoon CMA,SK,S7N,91,61,<15
3159,Saskatoon CMA,SK,S7N,166,68,<15
3160,Saskatoon CMA,SK,S7N,165,66,<15
3161,Saskatoon CMA,SK,S7N,96,68,24
3162,Saskatoon CMA,SK,S7N,91,148,<15
3163,Saskatoon CMA,SK,S7N,92,164,16
3164,Saskatoon CMA,SK,S7N,96,46,<15
3165,Saskatoon CMA,SK,S7N,91,149,<15
3166,Saskatoon CMA,SK,S7N,92,251,20
3167,Saskatoon CMA,SK,S7N,91,97,<15
3168,Saskatoon CMA,SK,S7N,93,124,<15
3169,Saskatoon CMA,SK,S7N,93,81,<15
3170,Saskatoon CMA,SK,S7R,92,87,21
3171,Saskatoon CMA,SK,S7R,104,42,<15
3172,Saskatoon CMA,SK,S7R,91,118,22
3173,Saskatoon CMA,SK,S7S,91,87,<15
3174,Saskatoon CMA,SK,S7S,96,165,<15
3175,Saskatoon CMA,SK,S7S,92,136,<15
3176,Saskatoon CMA,SK,S7S,95,242,<15
3177,Saskatoon CMA,SK,S7S,93,100,<15
3178,Saskatoon CMA,SK,S7T,95,175,<15
3179,Saskatoon CMA,SK,S7T,99,192,<15
3180,Saskatoon CMA,SK,S7T,91,103,<15
3181,Saskatoon CMA,SK,S7V,91,48,<15
3182,Saskatoon CMA,SK,S7V,60,110,<15
3183,Saskatoon CMA,SK,S7V,91,270,<15
3184,Saskatoon CMA,SK,S7V,91,77,<15
3185,Saskatoon CMA,SK,S7V,96,127,<15
3186,Saskatoon CMA,SK,S7V,100,141,<15
3187,Saskatoon CMA,SK,S7W,90,188,<15
3188,Saskatoon CMA,SK,S7W,91,108,20
3189,Saskatoon CMA,SK,S7W,92,213,<15
3190,Saskatoon CMA,SK,S7W,91,155,<15
