RESPONSEID,RESPID,WEIGHT,STATUS,INTERVIEW_START,INTERVIEW_END,HCMA,HISTORONTO,HISMONTREAL,HISVANCOUVER,L,QINTRO_1,SQA,SQB,SQC,HREGION,SQD,SQE,QN1A,ON1B,QN1B_R1,QN1B_R2,QN1B_R3,QN1B_R4,QN1B_R5,QN1C_1,QN1C_2,QN1C_3,QN1C_4,QN1C_5,QN1C_6,QN1C_7,QN1C_8,QN1C_9,QN1C_10,QN1C_11,QN1C_12,QN1C_13,QN1C_98,QN1C_98_R1,QN1C_98_OTHER,QN2,QN3,QN4,QN5,QN6A,QN7,HSEENAD,QN8,QN8_R1,QN9A,QN9B,QN9B_R1,QN10_1,QN10_2,QN10_3,QN11,QN11_R1,ON11_98_OTHER,QN12,QN12_R1,QN12_98_OTHER,QN13_1,QN13_2,QN13_3,QN13_4,QN13_5,QN13_6,QN13_7,QN13_8,QN13_9,QN13_10,QN13_11,QN14,QN15A,QN15B,QN16_1,QN16_2,QN16_3,QN16_4,QN17,QN17_R1,QN17_R2,QN17_R3,QN17_R4,QN17_R5,QN18_R1,QN18_R2,QN18_R3,QN18_R4,QN18_R5,QN18_R6,QN18_R7,QN18,QN19_1,QN19_2,QN19_3,QN19_4,QN20A,QN20B_R1,QN20B_R2,QN20B_R3,QN20B_R4,QN20B_R5,QN20B,QN21_1,QN21_2,QN21_3,QN21_4,QN21_5,QN21_6,QN21_7,QN21_8,QN21_9,QN21_10,QN22_1,QN22_2,QN22_3,QN22_4,QN22_5,QN22_6,QN22_7,QN22_8,QN22_9,QN22_10,QN23_1,QN23_2,QN24_1,QN24_2,QN24_3,QN24_4,QN24_5,QN24_6,QN24_7,QN24_8,QN25_1,QN25_2,QN26_1,QN26_2,QN26_3,QN26_4,QN26_5,QN26_6,QN26_7,QN26_8,QN27A,QN27B_R1,QN27B_R2,QN27B_R3,QN27B_R4,QN27B_R5,QN27B,QN27C,QN28_1,QN28_2,QN28_3,QN29,QN30,QN31,QN32,QN33,QN34,QN35,DUSseg1,CONTseg2,ACTseg3,DrugUseSegs,PrimaryFirst
"2,493","2,664",1.013973000000,Complete,23-Mar-2011 23:58:30,24-Mar-2011 00:06:05,#NULL!,No,No,No,English,Win32,13,Male,British Columbia,British Columbia (include Yukon),You live part time with one parent and part time with another parent,Yes,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Yes,No,No,No,No,No,Yes,dugs are bad and confusing while making you angry,Drugs are bad for you/your health,No,,#NULL!,Yes,No,No,No,#NULL!,,"Some level of government, but not clear which one",#NULL!,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Yes,3,Yes,4,3,5,5,meth,Amphetamines/speed,#NULL!,#NULL!,#NULL!,#NULL!,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,pot,Very likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Veryserious,Veryserious,Verylikely,Verylikely,Somewhatlikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Somewhatlikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),"Completed community college, vocational or trade school (or complete CEGEP)",$1 to $10,No,No,150,145,124,Inactive,Primary Case
"2,494","2,665",1.018072000000,Complete,23-Mar-2011 23:59:02,24-Mar-2011 00:13:14,#NULL!,No,No,No,Français,Win32,15,Male,Quebec,Quebec,You live with two parents,Yes,Yes,"1,2,3,4,5,6 la drogue",Girl looking in mirror/changing appearance/rhyme,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,1,0,0,0,0,0,0,#NULL!,,No,No,Yes,No,No,No,Yes,drogue=danger  ma vie,Drugs can ruin your life/family/future,Yes,"je pense en ma vie,ma sante...etc",It made me think about drugs / my future,Yes,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,No,#NULL!,#NULL!,6,4,4,4,"marijuana,extasis,cigarrete,cocaina",Marijuana/cannabis,Ecstasy,Tobacco/nicotine/cigarettes,Crack/cocaine,#NULL!,Marijuana/cannabis,Cocaine/crack,Heroin,Ecstasy/MDMA,#NULL!,#NULL!,#NULL!,"marijuana,cocaina,heroine,extasis",Not at all likely,Not at all likely,Not at all likely,Not at all likely,Yes,Other,#NULL!,#NULL!,#NULL!,#NULL!,amies,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Not at alllikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not at alllikely,Strongly agree,"Yes, in school full-time",A (80% to 100%),Some high school (grades 8 - 11),$61 to $80,No,No,124,119,99,Inactive,Primary Case
"2,495","2,666",0.974461000000,Complete,23-Mar-2011 23:59:15,24-Mar-2011 00:26:32,#NULL!,No,No,No,English,Win32,15,Female,Ontario,Ontario (include Nunavut),You live with two parents,Yes,Yes,"Singing ad about heroine abuse and you get kicked out of school. The singing is 1, 2 kicked out of school, 3, 4 smoke some more etc",Girl looking in mirror/changing appearance/rhyme,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,Yes,No,No,No,No,Yes,Yes,don't do drugs as it will effect your whole life,Drugs can ruin your life/family/future,No,,#NULL!,No,No,No,,0drogue.com/not4me.com,drugsnotfor me,Government of Canada/federal government,#NULL!,,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Yes,2,Yes,6,7A great deal,4,7A great deal,marujana and cocaine,Marijuana/cannabis,Crack/cocaine,#NULL!,#NULL!,#NULL!,Heroin,Cocaine/crack,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"heroine, cocaine",Very likely,Not at all likely,Not at all likely,Not very likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not very dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Not veryserious,Veryserious,Somewhatlikely,Verylikely,Not verylikely,Not verylikely,Not verylikely,Somewhatlikely,Not verylikely,Not verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Not verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not verylikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),"Some community college, vocational or trade school (or some CEGEP)",$11 to $20,No,Yes,94,106,107,Active,Primary Case
"2,500","2,671",0.974461000000,Complete,24-Mar-2011 00:05:40,24-Mar-2011 00:46:36,#NULL!,No,No,No,English,Win32,13,Male,Ontario,Ontario (include Nunavut),You live with two parents,No,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,No,No,No,No,No,No,No,,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,No,#NULL!,#NULL!,2,2,1Nothing,1Nothing,no,None,#NULL!,#NULL!,#NULL!,#NULL!,None,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,none,Not very likely,Not very likely,Not very likely,Not very likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Veryserious,Veryserious,Somewhatlikely,Verylikely,Somewhatlikely,Verylikely,Verylikely,Verylikely,Somewhatlikely,Somewhatlikely,Veryserious,Veryserious,Somewhatlikely,Verylikely,Somewhatlikely,Verylikely,Somewhatlikely,Verylikely,Somewhatlikely,Somewhatlikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not verylikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),Some university (no degree),$1 to $10,No,No,110,111,98,Contemplative,Primary Case
"2,503","2,674",1.013973000000,Complete,24-Mar-2011 00:13:30,24-Mar-2011 00:22:03,#NULL!,No,No,No,English,Win32,14,Male,British Columbia,British Columbia (include Yukon),You live with one parent,Yes,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,No,No,No,No,No,No,No,,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Yes,10,Yes,6,7A great deal,7A great deal,7A great deal,"pot, e,crack, coke coco puffs",Marijuana/cannabis,Ecstasy,Crack/cocaine,#NULL!,#NULL!,Cocaine/crack,Ecstasy/MDMA,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"crack, e , coke",Not very likely,Not at all likely,Not very likely,Not at all likely,Yes,Told them no/I don't do drugs,Walked away,#NULL!,#NULL!,#NULL!,said no and left,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhatserious,Veryserious,Somewhatlikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Somewhatlikely,Somewhatlikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not verylikely,Not at alllikely,Not verylikely,Strongly agree,"Yes, in school full-time",D (50% to 59%),Completed university (Bachelor,$1 to $10,Yes,Yes,120,120,105,Inactive,Primary Case
"2,505","2,676",1.018072000000,Complete,24-Mar-2011 00:14:21,24-Mar-2011 00:34:18,#NULL!,No,No,No,Français,Win32,13,Female,Quebec,Quebec,You live with two parents,No,Yes,les souvenirs de quelqu'un qui se souviens ce que c'était de prendre de la drogue et tous les problèmes que cela apporte lorsqu'on lui en offre,Effects of doing drugs,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,Yes,No,No,Yes,No,No,Yes,Que la drogue change ta vie en un enfer,Drugs can ruin your life/family/future,No,,#NULL!,No,No,No,No,#NULL!,,"Some level of government, but not clear which one",#NULL!,,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Yes,1,No,3,3,3,2,aucune idée,DK/NA,#NULL!,#NULL!,#NULL!,#NULL!,DK/NA,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,aucune idée,Somewhat likely,Not very likely,Not very likely,Not very likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhatserious,Somewhatserious,Somewhatlikely,Somewhatlikely,Verylikely,Not verylikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatserious,Somewhatserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not verylikely,Not verylikely,Not verylikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),"Completed community college, vocational or trade school (or complete CEGEP)",Zero,No,No,114,118,112,Contemplative,Primary Case
"2,507","2,678",1.018072000000,Complete,24-Mar-2011 00:17:54,24-Mar-2011 00:31:12,#NULL!,No,No,No,Français,Win32,14,Female,Quebec,Quebec,You live with two parents,No,Yes,quil avais des serinte,Other,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,1,0,0,0,0,0,0,0,0,#NULL!,,No,Yes,Yes,Yes,No,No,Yes,a inciter les jeune a pas prendre de drogue,Say no to drugs/stay away from drugs,No,,#NULL!,Yes,No,Yes,,Other,facebook,Provincial government,#NULL!,,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Yes,2,Yes,4,2,3,6,pot hache cocaine,Marijuana/cannabis,Hashish,Crack/cocaine,#NULL!,#NULL!,Cocaine/crack,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,cocaine,Not at all likely,Not at all likely,Somewhat likely,Not very likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,jai repondu non,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Not at all dangerous to your health,Not veryserious,Somewhatserious,Verylikely,Verylikely,Verylikely,Not verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Veryserious,Not veryserious,Somewhatlikely,Verylikely,Verylikely,Verylikely,Somewhatlikely,Somewhatlikely,Not verylikely,Not verylikely,Yes,Tel-jeune.com,#NULL!,#NULL!,#NULL!,#NULL!,tel jeune,Yes,Not at alllikely,Not at alllikely,Not at alllikely,Somewhat agree,"Yes, in school full-time",C (60% to 69%),"Completed community college, vocational or trade school (or complete CEGEP)",More than $100,No,No,139,135,115,Inactive,Primary Case
"2,509","2,680",0.974461000000,Complete,24-Mar-2011 00:23:34,24-Mar-2011 00:38:53,#NULL!,No,No,No,English,Win32,14,Female,Ontario,Ontario (include Nunavut),You live with a parent and a step- parent,No,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Yes,Yes,Yes,No,No,No,Yes,Drugs are bad.,Drugs are bad for you/your health,No,,#NULL!,No,No,No,No,#NULL!,,Provincial government,#NULL!,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,No,#NULL!,#NULL!,2,4,3,5,no,None,#NULL!,#NULL!,#NULL!,#NULL!,Marijuana/cannabis,Cocaine/crack,Ecstasy/MDMA,#NULL!,#NULL!,#NULL!,#NULL!,"marijuana, cocaine, ecstasy",Not very likely,Somewhat likely,Somewhat likely,Somewhat likely,Yes,Tried/used it,#NULL!,#NULL!,#NULL!,#NULL!,Tried them.,2 - 4 times,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not very dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Not very dangerous to your health,Not veryserious,Not veryserious,Somewhatlikely,Not verylikely,Not verylikely,Somewhatlikely,Not verylikely,Not verylikely,Somewhatlikely,Somewhatlikely,Somewhatserious,Somewhatserious,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Not verylikely,Verylikely,Somewhatlikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhat agree,"Yes, in school full-time",A (80% to 100%),Some high school (grades 8 - 11),$1 to $10,No,No,89,98,97,Contemplative,Primary Case
"2,510","2,681",0.974461000000,Complete,24-Mar-2011 00:23:35,24-Mar-2011 00:32:15,#NULL!,No,No,No,English,Win32,14,Female,Ontario,Ontario (include Nunavut),You live with two parents,No,Yes,"pictures before after drugs,warnings advice...",Not doing drugs/they are bad/unhealthy,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,1,0,0,0,1,0,0,0,0,0,0,#NULL!,,No,No,Yes,No,No,Yes,Yes,how to raise awerness for drugs addiction harms,Be informed/aware about drugs,No,,#NULL!,Yes,No,No,No,#NULL!,,"Some level of government, but not clear which one",#NULL!,,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,10,Yes,5,6,5,6,"lots,but dont know them",All/everything,#NULL!,#NULL!,#NULL!,#NULL!,Ecstasy/MDMA,Cocaine/crack,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"ecstazy,crack,alcohol",Somewhat likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all dangerous to your health,Not at all dangerous to your health,Not at all dangerous to your health,Not at all dangerous to your health,Not at all dangerous to your health,Not at all dangerous to your health,Not at all dangerous to your health,Not at all dangerous to your health,Not at all dangerous to your health,Not at all dangerous to your health,Not veryserious,Somewhatserious,Not verylikely,Not verylikely,Not verylikely,Not verylikely,Not verylikely,Not verylikely,Not verylikely,Not verylikely,Somewhatserious,Veryserious,Somewhatlikely,Somewhatlikely,Not verylikely,Somewhatlikely,Not verylikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Somewhatlikely,Strongly agree,"Yes, in school full-time",A (80% to 100%),Some high school (grades 8 - 11),$21 to $40,No,No,75,90,97,Active,Primary Case
"2,522","2,693",1.038529000000,Complete,24-Mar-2011 00:38:10,24-Mar-2011 00:50:22,#NULL!,No,No,No,English,Win32,13,Female,Alberta,Alberta (include NWT),You live with two parents,No,Yes,Don't do drugs,Not doing drugs/they are bad/unhealthy,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,1,0,0,0,0,0,0,1,0,0,0,#NULL!,,Yes,Yes,No,No,No,No,Yes,Don't do drugs,Say no to drugs/stay away from drugs,No,,#NULL!,Yes,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Yes,1,No,5,5,5,5,Street drugs,Other,#NULL!,#NULL!,#NULL!,#NULL!,Other,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Street drugs,Somewhat likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Veryserious,Not veryserious,Verylikely,Verylikely,Somewhatlikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Veryserious,Somewhatserious,Verylikely,Verylikely,Somewhatlikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Yes,Other,#NULL!,#NULL!,#NULL!,#NULL!,www.druginformationonline.org,Yes,Not at alllikely,Not at alllikely,Somewhatlikely,Strongly agree,"Yes, in school full-time",A (80% to 100%),Not sure / Don’t know,$1 to $10,No,No,166,160,139,Inactive,Primary Case
"2,523","2,694",1.018072000000,Complete,24-Mar-2011 00:38:31,24-Mar-2011 00:55:53,#NULL!,No,No,No,Français,Win32,14,Female,Quebec,Quebec,You live with two parents,No,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,No,No,No,No,No,No,No,,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Yes,35,Yes,6,6,6,6,"cocaïne, extasie, LSD, speed, héroîne, marijuana, shit, canabis",Crack/cocaine,Ecstasy,L.S.D./acid,Amphetamines/speed,Heroin,Heroin,Cocaine/crack,Ecstasy/MDMA,#NULL!,#NULL!,#NULL!,#NULL!,"héroïne, cocaïne, extasie.",Somewhat likely,Not at all likely,Not at all likely,Not at all likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,J'ai dit non,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Somewhatserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not at alllikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),"Completed community college, vocational or trade school (or complete CEGEP)",$81 to $100,No,No,160,154,131,Inactive,Primary Case
"2,524","2,695",1.013973000000,Complete,24-Mar-2011 00:42:55,24-Mar-2011 00:52:31,#NULL!,No,No,No,English,Win32,15,Male,British Columbia,British Columbia (include Yukon),You live with one parent,No,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,No,No,No,No,No,No,No,,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,No,#NULL!,#NULL!,5,5,5,5,At low with the none. Not that I really care.,DK/NA,#NULL!,#NULL!,#NULL!,#NULL!,All/most drugs,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,All none prescribed.,Somewhat likely,Not at all likely,Not at all likely,Not at all likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,Someone on the bus asked me if I wanted to buy some pot. I said I didn't have any money. Ed-,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Not very dangerous to your health,Veryserious,Veryserious,Verylikely,Not verylikely,Not at alllikely,Verylikely,Somewhatlikely,Verylikely,Verylikely,Verylikely,Veryserious,Veryserious,Verylikely,Not verylikely,Not at alllikely,Verylikely,Somewhatlikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not at alllikely,Strongly agree,"Yes, in school full-time",A (80% to 100%),Completed university (Bachelor,$11 to $20,No,No,115,115,100,Contemplative,Primary Case
